word,definition,lvl1,lvl2,lvl3,entity_type,context_tag
สุรินทร์,ชื่อจังหวัดในประเทศไทย,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่,ภูมิศาสตร์และอาณาบริเวณ,เขตปกครองและภูมิภาค,place,historical_spatial
ภูเขา,ลักษณะภูมิประเทศที่สูงชัน,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่,ภูมิศาสตร์และอาณาบริเวณ,พื้นที่ในคติความเชื่อและประวัติศาสตร์,place,historical_spatial
เข้าเฝ้า,การเข้าไปพบผู้มีอำนาจหรือผู้สูงศักดิ์,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต,โครงสร้างสังคมและบุคคลสำคัญ,ฐานันดรศักดิ์และบทบาททางสังคม,community,community_life
วาดภาพ,การสร้างภาพด้วยการใช้สีหรือเส้น,วัฒนธรรมวัตถุ ศิลปกรรม และงานช่าง,ประณีตศิลป์และทัศนศิลป์,งานช่างศิลปกรรมและเทคนิควิธี,artifact,material_culture
เพลงรำซิมารำ,เพลงสำหรับการแสดงรำไทยประเภทหนึ่ง,ศิลปะการแสดงและดนตรี,ดุริยางคศิลป์และคีตศิลป์,ระเบียบวิธีทางดนตรีและประเภทบทเพลง,music,performing_arts
ฝั่งน้ำ,พื้นที่ริมแม่น้ำหรือแหล่งน้ำ,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่,ภูมิศาสตร์และอาณาบริเวณ,พื้นที่ในคติความเชื่อและประวัติศาสตร์,concept,historical_spatial
มือเปล่า,การต่อสู้หรือทำงานโดยไม่ใช้อาวุธ,ศิลปะการแสดงและดนตรี,นาฏยศิลป์และการแสดง,กระบวนท่ารำและจารีตการแสดง,music,performing_arts
คู่ต่อสู้,บุคคลหรือกลุ่มที่ต่อต้านหรือแข่งขันกับอีกฝ่าย,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน,นามานุกรมและประเภทตัวละคร,ตัวละครหลักและบทบาทในบทละคร,character,performing_arts
เจ้าหญิง,สตรีชั้นสูงในราชวงศ์,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต,โครงสร้างสังคมและบุคคลสำคัญ,ฐานันดรศักดิ์และบทบาททางสังคม,community,community_life
เชษฐา,พี่ชายคนโต,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน,สถานภาพและลำดับชั้นทางสังคมในวรรณกรรม,ฐานันดรศักดิ์และระบบเครือญาติ,concept,general
อินทราภิเษก,พิธีราชาภิเษกของพระอินทร์,พิธีกรรม ความเชื่อ และจารีตวัฒนธรรม,จารีตประเพณีและพิธีกรรม,พิธีการสำคัญและจารีตทางสังคม,ritual,ritual_belief
จับนาง,ท่ารำแบบหนึ่งในโขน,ศิลปะการแสดงและดนตรี,นาฏยศิลป์และการแสดง,กระบวนท่ารำและจารีตการแสดง,music,performing_arts
ขุนช้าง,ตัวละครในวรรณคดีเรื่องขุนช้างขุนแผน,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน,นามานุกรมและประเภทตัวละคร,ตัวละครหลักและบทบาทในบทละคร,character,performing_arts
ติดมือ,เครื่องประดับสำหรับมือ,วัฒนธรรมวัตถุ ศิลปกรรม และงานช่าง,พัสตราภรณ์และเครื่องแต่งกาย,ระเบียบการแต่งกายและอาวุธจำลอง,artifact,material_culture
ศรนาคบาศ,ศรวิเศษในตำนาน,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน,นามานุกรมและประเภทตัวละคร,เทวปกรณ์ อสูร และอมนุษย์,character,performing_arts
ตารีบุหงา,ผ้าโพกหัวแบบมลายู,วัฒนธรรมวัตถุ ศิลปกรรม และงานช่าง,พัสตราภรณ์และเครื่องแต่งกาย,ระเบียบการแต่งกายและอาวุธจำลอง,artifact,material_culture
ปรศุราม,อวตารของพระวิษณุ,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน,นามานุกรมและประเภทตัวละคร,เทวปกรณ์ อสูร และอมนุษย์,character,performing_arts
เครื่องแบบ,เครื่องแต่งกายที่เป็นทางการตามกำหนด,วัฒนธรรมวัตถุ ศิลปกรรม และงานช่าง,พัสตราภรณ์และเครื่องแต่งกาย,ระเบียบการแต่งกายและอาวุธจำลอง,artifact,material_culture
เพลงกลม,เพลงที่มีทำนองไพเราะกลมกลืน,ศิลปะการแสดงและดนตรี,ดุริยางคศิลป์และคีตศิลป์,ระเบียบวิธีทางดนตรีและประเภทบทเพลง,music,performing_arts
สีทอง,สีที่สื่อถึงความสูงค่า,วัฒนธรรมวัตถุ ศิลปกรรม และงานช่าง,วัสดุและอัญมณี,วัสดุธรรมชาติและรัตนชาติ,artifact,material_culture
ปราชัย,ความพ่ายแพ้ในสงคราม,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่,ยุคสมัยและเหตุการณ์สำคัญ,ลำดับเวลาและประวัติศาสตร์การสงคราม,concept,historical_spatial
นครพนม,จังหวัดในภาคตะวันออกเฉียงเหนือ,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่,ภูมิศาสตร์และอาณาบริเวณ,เขตปกครองและภูมิภาค,place,historical_spatial
จีนรำพัด,การแสดงรำที่ใช้พัดเป็นอุปกรณ์หลัก,ศิลปะการแสดงและดนตรี,นาฏยศิลป์และการแสดง,กระบวนท่ารำและจารีตการแสดง,music,performing_arts
สวามี,คำเรียกสามีในภาษาไทยแบบทางการ,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต,โครงสร้างสังคมและบุคคลสำคัญ,ฐานันดรศักดิ์และบทบาททางสังคม,community,community_life
ไทยจิตรลดา,พันธุ์ข้าวพระราชทานจากโครงการส่วนพระองค์สวนจิตรลดา,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต,วิถีชีวิตและระบบเศรษฐกิจ,การประกอบอาชีพและโภชนาการ,community,community_life
เถิดเทิง,การแสดงพื้นบ้านประเภทหนึ่งที่มีการร้องรำทำเพลง,ศิลปะการแสดงและดนตรี,นาฏยศิลป์และการแสดง,รูปแบบการแสดงและนาฏศิลป์ท้องถิ่น,music,performing_arts
ระดับชาติ,สิ่งที่เกี่ยวข้องหรือมีคุณสมบัติในระดับประเทศ,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่,ภูมิศาสตร์และอาณาบริเวณ,เขตปกครองและภูมิภาค,place,historical_spatial
อนุชา,คำเรียกน้องชายในภาษาไทยแบบทางการ,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต,โครงสร้างสังคมและบุคคลสำคัญ,ฐานันดรศักดิ์และบทบาททางสังคม,community,community_life
ตัวต่อตัว,การแข่งขันหรือการต่อสู้ระหว่างบุคคลสองคน,ศิลปะการแสดงและดนตรี,บุคลากรและทักษะทางศิลปะ,กลวิธีและสมรรถนะการแสดง,music,performing_arts
อิเหนา,ตัวละครเอกในวรรณคดีเรื่องอิเหนา,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน,นามานุกรมและประเภทตัวละคร,ตัวละครหลักและบทบาทในบทละคร,character,performing_arts
แต่งกายยืนเครื่องพระ,การแต่งกายเต็มยศของพระมหากษัตริย์ในพระราชพิธีสำคัญ,วัฒนธรรมวัตถุ ศิลปกรรม และงานช่าง,พัสตราภรณ์และเครื่องแต่งกาย,ระเบียบการแต่งกายและอาวุธจำลอง,artifact,material_culture
พลับพลา,สถานที่ประทับชั่วคราวของพระมหากษัตริย์,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่,พื้นที่ทางวัฒนธรรมและสถาบัน,สถานที่จัดแสดงและเขตพระราชฐาน,place,historical_spatial
ผีภู,วิญญาณหรือสิ่งเหนือธรรมชาติที่เชื่อว่าอาศัยอยู่ตามภูเขา,พิธีกรรม ความเชื่อ และจารีตวัฒนธรรม,คติความเชื่อและไสยศาสตร์,การขจัดปัดเป่าและอำนาจเหนือธรรมชาติ,mythical_being,ritual_belief
สุครีพ,ตัวละครลิงในวรรณคดีเรื่องรามเกียรติ์,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน,นามานุกรมและประเภทตัวละคร,เทวปกรณ์ อสูร และอมนุษย์,character,performing_arts
วาจา,คำพูดหรือถ้อยคำที่ใช้ในการสื่อสาร,พิธีกรรม ความเชื่อ และจารีตวัฒนธรรม,จารีตประเพณีและพิธีกรรม,พิธีการสำคัญและจารีตทางสังคม,ritual,ritual_belief
ขับลำ,การร้องเพลงพื้นบ้านของภาคอีสาน,ศิลปะการแสดงและดนตรี,ดุริยางคศิลป์และคีตศิลป์,ระเบียบวิธีทางดนตรีและประเภทบทเพลง,music,performing_arts
ไหว้ครู,พิธีกรรมแสดงความเคารพต่อครูบาอาจารย์,พิธีกรรม ความเชื่อ และจารีตวัฒนธรรม,จารีตประเพณีและพิธีกรรม,พิธีการสำคัญและจารีตทางสังคม,ritual,ritual_belief
พระเจ้าบรมวงศ์เธอกรมพระนราธิปประพันธ์พงศ์,พระนามเจ้านายชั้นสูงในราชวงศ์จักรี,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต,โครงสร้างสังคมและบุคคลสำคัญ,ฐานันดรศักดิ์และบทบาททางสังคม,community,community_life
สมัยลพบุรี,ยุคสมัยทางประวัติศาสตร์ของไทย,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่,ยุคสมัยและเหตุการณ์สำคัญ,ลำดับเวลาและประวัติศาสตร์การสงคราม,concept,historical_spatial
แผ่อิทธิพล,การขยายอำนาจหรืออิทธิพล,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่,ยุคสมัยและเหตุการณ์สำคัญ,ลำดับเวลาและประวัติศาสตร์การสงคราม,concept,historical_spatial
การศึก,การทำสงครามหรือการรบ,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่,ยุคสมัยและเหตุการณ์สำคัญ,ลำดับเวลาและประวัติศาสตร์การสงคราม,concept,historical_spatial
ต้นรัง,พันธุ์ไม้ชนิดหนึ่งในป่าไทย,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต,วิถีชีวิตและพฤติกรรมทางสังคม,จารีตการปฏิบัติและพรรณไม้ในวิถีชีวิต,community,community_life
สำเภา,เรือโบราณใช้ในการค้าขาย,วัฒนธรรมวัตถุ ศิลปกรรม และงานช่าง,ประณีตศิลป์และทัศนศิลป์,งานช่างศิลปกรรมและเทคนิควิธี,artifact,material_culture
กลองยาว,เครื่องดนตรีประเภทตี,ศิลปะการแสดงและดนตรี,ดุริยางคศิลป์และคีตศิลป์,เครื่องดนตรีและวงดนตรี,music,performing_arts
นายขวัญ,ชื่อบุคคลหรือตำแหน่ง,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต,โครงสร้างสังคมและบุคคลสำคัญ,ฐานันดรศักดิ์และบทบาททางสังคม,community,community_life
ไส้กะลา,ส่วนภายในของกะลามะพร้าว,วัฒนธรรมวัตถุ ศิลปกรรม และงานช่าง,วัสดุและอัญมณี,วัสดุธรรมชาติและรัตนชาติ,artifact,material_culture
ได้ยิน,การรับรู้เสียง,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต,วิถีชีวิตและพฤติกรรมทางสังคม,จารีตการปฏิบัติและพรรณไม้ในวิถีชีวิต,community,community_life
มารดา,แม่หรือผู้ให้กำเนิด,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต,โครงสร้างสังคมและบุคคลสำคัญ,ฐานันดรศักดิ์และบทบาททางสังคม,community,community_life
มรกต,อัญมณีสีเขียวมีค่า,วัฒนธรรมวัตถุ ศิลปกรรม และงานช่าง,วัสดุและอัญมณี,วัสดุธรรมชาติและรัตนชาติ,artifact,material_culture
พระบาทสมเด็จพระจอมเกล้าเจ้าอยู่หัว,พระมหากษัตริย์ไทยรัชกาลที่ 4,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต,โครงสร้างสังคมและบุคคลสำคัญ,ฐานันดรศักดิ์และบทบาททางสังคม,community,community_life
สิ่งศักดิ์สิทธิ์,สิ่งที่เชื่อว่ามีอำนาจเหนือธรรมชาติ,พิธีกรรม ความเชื่อ และจารีตวัฒนธรรม,ระบบความเชื่อและศาสนา,คติทางศาสนาและสิ่งศักดิ์สิทธิ์,deity,ritual_belief
กสิกรรม,การทำเกษตรกรรม,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต,วิถีชีวิตและระบบเศรษฐกิจ,การประกอบอาชีพและโภชนาการ,community,community_life
เพทาย,หินสีแดงหรือสีน้ำตาลแดง ใช้เป็นเครื่องประดับหรือวัตถุมงคล,วัฒนธรรมวัตถุ ศิลปกรรม และงานช่าง,วัสดุและอัญมณี,วัสดุธรรมชาติและรัตนชาติ,artifact,material_culture
เครื่องดนตรีตะวันตก,เครื่องดนตรีที่นำเข้าจากวัฒนธรรมตะวันตก,ศิลปะการแสดงและดนตรี,ดุริยางคศิลป์และคีตศิลป์,เครื่องดนตรีและวงดนตรี,music,performing_arts
ขึ้นทะเบียน,กระบวนการบันทึกข้อมูลอย่างเป็นทางการ,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต,โครงสร้างสังคมและบุคคลสำคัญ,ฐานันดรศักดิ์และบทบาททางสังคม,community,community_life
สังข์ทอง,ตัวละครหลักในวรรณคดีไทย,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน,นามานุกรมและประเภทตัวละคร,ตัวละครหลักและบทบาทในบทละคร,character,performing_arts
เทพบุตร,เทวดาหรือผู้มีลักษณะเหมือนเทวดา,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน,นามานุกรมและประเภทตัวละคร,เทวปกรณ์ อสูร และอมนุษย์,character,performing_arts
มโนห์รา,การแสดงพื้นเมืองของไทย,ศิลปะการแสดงและดนตรี,นาฏยศิลป์และการแสดง,รูปแบบการแสดงและนาฏศิลป์ท้องถิ่น,music,performing_arts
เพลงสากล,เพลงที่ได้รับอิทธิพลจากวัฒนธรรมต่างชาติ,ศิลปะการแสดงและดนตรี,ดุริยางคศิลป์และคีตศิลป์,ระเบียบวิธีทางดนตรีและประเภทบทเพลง,music,performing_arts
บุหรงซีงอ,เครื่องดนตรีพื้นเมืองของไทย,ศิลปะการแสดงและดนตรี,ดุริยางคศิลป์และคีตศิลป์,เครื่องดนตรีและวงดนตรี,music,performing_arts
สุทธาวาส,สถานที่ศักดิ์สิทธิ์ในความเชื่อ,พิธีกรรม ความเชื่อ และจารีตวัฒนธรรม,ระบบความเชื่อและศาสนา,คติทางศาสนาและสิ่งศักดิ์สิทธิ์,deity,ritual_belief
อาหาร,สิ่งที่รับประทานเพื่อดำรงชีวิต,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต,วิถีชีวิตและระบบเศรษฐกิจ,การประกอบอาชีพและโภชนาการ,community,community_life
ปางลีลา,ท่าทางของพระพุทธรูป,วัฒนธรรมวัตถุ ศิลปกรรม และงานช่าง,สถาปัตยกรรมและพุทธศิลป์,ศาสนสถานและปูชนียวัตถุ,artifact,material_culture
เขาอังกาศ,สถานที่ในวรรณคดีหรือความเชื่อ,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน,นามานุกรมและประเภทตัวละคร,เทวปกรณ์ อสูร และอมนุษย์,character,performing_arts
พระยา,ตำแหน่งขุนนางระดับสูง,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต,โครงสร้างสังคมและบุคคลสำคัญ,ฐานันดรศักดิ์และบทบาททางสังคม,community,community_life
กรุงเทพมหานคร,เมืองหลวงของประเทศไทย,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่,ภูมิศาสตร์และอาณาบริเวณ,เขตปกครองและภูมิภาค,deity,historical_spatial
ไทยรามัญ,กลุ่มชาติพันธุ์ในประเทศไทย,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต,อัตลักษณ์ทางสังคมและกลุ่มคน,กลุ่มชาติพันธุ์และชุมชนท้องถิ่น,community,community_life
ละครชาตรี,การแสดงพื้นบ้านของไทยที่มีลักษณะเฉพาะทั้งท่ารำและบทพูด,ศิลปะการแสดงและดนตรี,นาฏยศิลป์และการแสดง,รูปแบบการแสดงและนาฏศิลป์ท้องถิ่น,music,performing_arts
พระอุโบสถ,อาคารหลักในวัด Buddhist ที่ใช้ประกอบพิธีกรรมทางศาสนา,วัฒนธรรมวัตถุ ศิลปกรรม และงานช่าง,สถาปัตยกรรมและพุทธศิลป์,ศาสนสถานและปูชนียวัตถุ,artifact,material_culture
มีแบบแผน,สิ่งที่ปฏิบัติตามขนบธรรมเนียมหรือระเบียบแบบแผน,พิธีกรรม ความเชื่อ และจารีตวัฒนธรรม,จารีตประเพณีและพิธีกรรม,พิธีการสำคัญและจารีตทางสังคม,ritual,ritual_belief
หล่อสำริด,เทคนิคการสร้างวัตถุจากโลหะผสมทองแดงและดีบุก,วัฒนธรรมวัตถุ ศิลปกรรม และงานช่าง,ประณีตศิลป์และทัศนศิลป์,งานช่างศิลปกรรมและเทคนิควิธี,artifact,material_culture
เจ้าที่เจ้าทาง,วิญญาณหรือสิ่งศักดิ์สิทธิ์ที่เชื่อว่าคุ้มครองพื้นที่เฉพาะ,พิธีกรรม ความเชื่อ และจารีตวัฒนธรรม,คติความเชื่อและไสยศาสตร์,การขจัดปัดเป่าและอำนาจเหนือธรรมชาติ,mythical_being,ritual_belief
ราชสำนัก,องค์กรและบุคคลที่เกี่ยวข้องกับการปกครองของกษัตริย์,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต,โครงสร้างสังคมและบุคคลสำคัญ,ฐานันดรศักดิ์และบทบาททางสังคม,community,community_life
นนทก,ตัวละครในวรรณคดีไทยที่มีลักษณะเป็นคนบ้า,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน,นามานุกรมและประเภทตัวละคร,ตัวละครหลักและบทบาทในบทละคร,character,performing_arts
มังกรกัณฐ์,ยักษ์ในวรรณคดีรามเกียรติ์ที่มีคอเหมือนมังกร,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน,นามานุกรมและประเภทตัวละคร,เทวปกรณ์ อสูร และอมนุษย์,character,performing_arts
เพลงสำเนียงลาว,ดนตรีที่มีลักษณะเฉพาะของวัฒนธรรมลาว,ศิลปะการแสดงและดนตรี,ดุริยางคศิลป์และคีตศิลป์,ระเบียบวิธีทางดนตรีและประเภทบทเพลง,music,performing_arts
ฮินดู,ศาสนาและระบบความเชื่อที่สำคัญจากอินเดีย,พิธีกรรม ความเชื่อ และจารีตวัฒนธรรม,ระบบความเชื่อและศาสนา,คติทางศาสนาและสิ่งศักดิ์สิทธิ์,deity,ritual_belief
ของป่า,ผลิตผลจากป่าที่ใช้ในชีวิตประจำวันหรือพิธีกรรม,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต,วิถีชีวิตและระบบเศรษฐกิจ,การประกอบอาชีพและโภชนาการ,community,community_life
พราหมณ์,นักบวชในศาสนาฮินดูที่มีบทบาทในพิธีกรรม,พิธีกรรม ความเชื่อ และจารีตวัฒนธรรม,ระบบความเชื่อและศาสนา,คติทางศาสนาและสิ่งศักดิ์สิทธิ์,deity,ritual_belief
วิดน้ำ,การตักน้ำด้วยภาชนะแบบดั้งเดิม,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต,วิถีชีวิตและพฤติกรรมทางสังคม,จารีตการปฏิบัติและพรรณไม้ในวิถีชีวิต,community,community_life
รับอาสา,การแสดงความจำนงที่จะทำงานหรือช่วยเหลือโดยสมัครใจ,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต,วิถีชีวิตและพฤติกรรมทางสังคม,จารีตการปฏิบัติและพรรณไม้ในวิถีชีวิต,community,community_life
อสูร,สิ่งมีชีวิตในตำนานที่มีลักษณะดุร้ายหรือเป็นศัตรูกับเทวดา,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน,นามานุกรมและประเภทตัวละคร,เทวปกรณ์ อสูร และอมนุษย์,character,performing_arts
ทับหลัง,ส่วนประดับด้านบนของประตูหรือหน้าต่างในสถาปัตยกรรมไทย,วัฒนธรรมวัตถุ ศิลปกรรม และงานช่าง,สถาปัตยกรรมและพุทธศิลป์,ศาสนสถานและปูชนียวัตถุ,artifact,material_culture
ระบำโบราณคดี,การแสดงรำที่ดัดแปลงจากหลักฐานทางโบราณคดี,ศิลปะการแสดงและดนตรี,นาฏยศิลป์และการแสดง,กระบวนท่ารำและจารีตการแสดง,music,performing_arts
เกียรติศักดิ์ไทย,ยศถาบรรดาศักดิ์ในระบบสังคมไทยโบราณ,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต,โครงสร้างสังคมและบุคคลสำคัญ,ฐานันดรศักดิ์และบทบาททางสังคม,community,community_life
โรงละครแห่งชาติ,สถานที่จัดแสดงศิลปะการแสดงชั้นนำของประเทศ,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่,พื้นที่ทางวัฒนธรรมและสถาบัน,สถานที่จัดแสดงและเขตพระราชฐาน,performance,performing_arts
ทศกัณฐ์,ยักษ์กษัตริย์ในวรรณคดีรามเกียรติ์,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน,นามานุกรมและประเภทตัวละคร,เทวปกรณ์ อสูร และอมนุษย์,character,ramakien
โบราณสถาน,สถานที่หรือสิ่งก่อสร้างที่มีความสำคัญทางประวัติศาสตร์,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่,ภูมิศาสตร์และอาณาบริเวณ,พื้นที่ในคติความเชื่อและประวัติศาสตร์,concept,historical_spatial
เพลงดวงจันทร์ขวัญฟ้า,เพลงไทยเดิมที่มีทำนองไพเราะ,ศิลปะการแสดงและดนตรี,ดุริยางคศิลป์และคีตศิลป์,ระเบียบวิธีทางดนตรีและประเภทบทเพลง,music,performing_arts
