word,definition,lvl1,lvl2,lvl3,entity_type,context_tag
พลับพลา,อาคารหรือสถานที่ที่ใช้สำหรับพักผ่อนหรือทำกิจกรรมทางการเมือง,วัฒนธรรมวัตถุ ศิลปกรรม และงานช่าง,สถาปัตยกรรมและพุทธศิลป์,ศาสนสถานและปูชนียวัตถุ,artifact,material_culture
ผีภู,วิญญาณหรือสิ่งศักดิ์สิทธิ์ที่สถิตอยู่บนภูเขา,พิธีกรรม ความเชื่อ และจารีตวัฒนธรรม,ระบบความเชื่อและศาสนา,คติทางศาสนาและสิ่งศักดิ์สิทธิ์,deity,ritual_belief
สุครีพ,ตัวละครในวรรณคดีเรื่องรามเกียรติ์ ซึ่งเป็นพี่ชายของลังกา,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน,นามานุกรมและประเภทตัวละคร,ตัวละครหลักและบทบาทในบทละคร,character,performing_arts
วาจา,คำพูดหรือการสื่อสารทางวาจา,ศิลปะการแสดงและดนตรี,นาฏยศิลป์และการแสดง,กระบวนท่ารำและจารีตการแสดง,music,performing_arts
ขับลำ,การร้องเพลงหรือการขับร้องในทำนองเพลง,ศิลปะการแสดงและดนตรี,ดุริยางคศิลป์และคีตศิลป์,ระเบียบวิธีทางดนตรีและประเภทบทเพลง,music,performing_arts
ไหว้ครู,พิธีกรรมที่แสดงความเคารพต่อครูหรืออาจารย์,พิธีกรรม ความเชื่อ และจารีตวัฒนธรรม,จารีตประเพณีและพิธีกรรม,พิธีการสำคัญและจารีตทางสังคม,ritual,ritual_belief
โบราณวัตถุ,วัตถุที่มีอายุเก่าแก่ มีคุณค่าทางประวัติศาสตร์หรือวัฒนธรรม,วัฒนธรรมวัตถุ ศิลปกรรม และงานช่าง,ประณีตศิลป์และทัศนศิลป์,งานช่างศิลปกรรมและเทคนิควิธี,artifact,historical_spatial
นางเอก,ตัวละครหญิงที่มีบทบาทสำคัญในเรื่อง,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน,นามานุกรมและประเภทตัวละคร,ตัวละครหลักและบทบาทในบทละคร,character,performing_arts
มโนราห์,รูปแบบการแสดงที่มีการร่ายรำและร้องเพลง,ศิลปะการแสดงและดนตรี,นาฏยศิลป์และการแสดง,รูปแบบการแสดงและนาฏศิลป์ท้องถิ่น,music,performing_arts
แกล้งทำ,การเลียนแบบหรือแสดงพฤติกรรมที่ไม่เป็นความจริง,ศิลปะการแสดงและดนตรี,บุคลากรและทักษะทางศิลปะ,กลวิธีและสมรรถนะการแสดง,music,performing_arts
องค์ปะตาระกาหลา,ตัวละครในวรรณคดีหรือพิธีกรรมที่มีบทบาทสำคัญ,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน,นามานุกรมและประเภทตัวละคร,เทวปกรณ์ อสูร และอมนุษย์,character,performing_arts
สมัยศรีวิชัย,ยุคสมัยทางประวัติศาสตร์ที่มีความสำคัญในภูมิภาคเอเชียตะวันออกเฉียงใต้,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่,ยุคสมัยและเหตุการณ์สำคัญ,ลำดับเวลาและประวัติศาสตร์การสงคราม,concept,historical_spatial
สัตว์น้ำ,สัตว์ที่อาศัยอยู่ในน้ำ,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต,วิถีชีวิตและระบบเศรษฐกิจ,การประกอบอาชีพและโภชนาการ,community,community_life
ศิลปหัตถกรรม,ผลงานศิลปะที่สร้างขึ้นด้วยมือและมีคุณค่าทางศิลปะ,วัฒนธรรมวัตถุ ศิลปกรรม และงานช่าง,ประณีตศิลป์และทัศนศิลป์,งานช่างศิลปกรรมและเทคนิควิธี,artifact,material_culture
สายสืบ,ผู้ที่มีหน้าที่สืบค้นหรือสอบสวนข้อมูล,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต,โครงสร้างสังคมและบุคคลสำคัญ,ฐานันดรศักดิ์และบทบาททางสังคม,community,community_life
ดนตรีพื้นบ้าน,ดนตรีที่มีลักษณะเฉพาะของท้องถิ่นหรือชุมชน,ศิลปะการแสดงและดนตรี,ดุริยางคศิลป์และคีตศิลป์,ระเบียบวิธีทางดนตรีและประเภทบทเพลง,music,performing_arts
เพลงงามแสงเดือน,เพลงที่มีเนื้อหาเกี่ยวกับความสวยงามของแสงจันทร์,ศิลปะการแสดงและดนตรี,ดุริยางคศิลป์และคีตศิลป์,ระเบียบวิธีทางดนตรีและประเภทบทเพลง,music,performing_arts
ขับไล่,การบังคับให้คนหรือสิ่งของออกจากที่อยู่หรือที่ตั้ง,พิธีกรรม ความเชื่อ และจารีตวัฒนธรรม,คติความเชื่อและไสยศาสตร์,การขจัดปัดเป่าและอำนาจเหนือธรรมชาติ,mythical_being,ritual_belief
ของที่ระลึก,วัตถุที่มีความหมายหรือความทรงจำทางส่วนบุคคลหรือทางวัฒนธรรม,วัฒนธรรมวัตถุ ศิลปกรรม และงานช่าง,ประณีตศิลป์และทัศนศิลป์,งานช่างศิลปกรรมและเทคนิควิธี,artifact,material_culture
พระราชพิธี,พิธีการที่มีความสำคัญทางพระราชสำนัก,พิธีกรรม ความเชื่อ และจารีตวัฒนธรรม,จารีตประเพณีและพิธีกรรม,พิธีการสำคัญและจารีตทางสังคม,ritual,ritual_belief
ชาวเขา,กลุ่มคนที่อาศัยอยู่ในพื้นที่ภูเขาหรือที่สูง,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต,อัตลักษณ์ทางสังคมและกลุ่มคน,กลุ่มชาติพันธุ์และชุมชนท้องถิ่น,community,community_life
แต่งตัว,การสวมใส่เสื้อผ้าและประดับประดาตัวเอง,วัฒนธรรมวัตถุ ศิลปกรรม และงานช่าง,พัสตราภรณ์และเครื่องแต่งกาย,ระเบียบการแต่งกายและอาวุธจำลอง,artifact,material_culture
หญิงสาว,ผู้หญิงที่ยังไม่บรรลุนิติภาวะ,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต,อัตลักษณ์ทางสังคมและกลุ่มคน,กลุ่มชาติพันธุ์และชุมชนท้องถิ่น,community,community_life
ศิลปะป้องกันตัว,ทักษะการต่อสู้และการป้องกันตัว,ศิลปะการแสดงและดนตรี,บุคลากรและทักษะทางศิลปะ,กลวิธีและสมรรถนะการแสดง,music,performing_arts
นักษัตร,ระบบการนับปีตามสัตว์ในปฏิทินจีน,พิธีกรรม ความเชื่อ และจารีตวัฒนธรรม,ระบบความเชื่อและศาสนา,คติทางศาสนาและสิ่งศักดิ์สิทธิ์,deity,ritual_belief
ชุมนุม,การรวมตัวของคนจำนวนมาก,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต,วิถีชีวิตและพฤติกรรมทางสังคม,จารีตการปฏิบัติและพรรณไม้ในวิถีชีวิต,community,community_life
วิรุณจำบัง,การหายตัวหรือการหลบซ่อนตัว,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน,นามานุกรมและประเภทตัวละคร,เทวปกรณ์ อสูร และอมนุษย์,character,performing_arts
สี่ภาค,การแบ่งพื้นที่ออกเป็นสี่ส่วนตามทิศทาง,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่,ภูมิศาสตร์และอาณาบริเวณ,เขตปกครองและภูมิภาค,place,historical_spatial
พระพุทธรูป,รูปเคารพที่สร้างขึ้นเพื่อเป็นสัญลักษณ์ของพระพุทธเจ้า,วัฒนธรรมวัตถุ ศิลปกรรม และงานช่าง,สถาปัตยกรรมและพุทธศิลป์,ศาสนสถานและปูชนียวัตถุ,artifact,material_culture
สุรินทร์,จังหวัดในภาคตะวันออกเฉียงเหนือของประเทศไทย,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่,ภูมิศาสตร์และอาณาบริเวณ,เขตปกครองและภูมิภาค,place,historical_spatial
ภูเขา,พื้นที่ที่มีความสูงและลาดชัน,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่,ภูมิศาสตร์และอาณาบริเวณ,พื้นที่ในคติความเชื่อและประวัติศาสตร์,place,historical_spatial
เข้าเฝ้า,การเข้าพบเพื่อแสดงความเคารพต่อผู้มีฐานะสูง,พิธีกรรม ความเชื่อ และจารีตวัฒนธรรม,จารีตประเพณีและพิธีกรรม,พิธีการสำคัญและจารีตทางสังคม,ritual,ritual_belief
วาดภาพ,การสร้างภาพโดยใช้สีและเครื่องมือทางศิลปะ,วัฒนธรรมวัตถุ ศิลปกรรม และงานช่าง,ประณีตศิลป์และทัศนศิลป์,งานช่างศิลปกรรมและเทคนิควิธี,artifact,material_culture
เพลงรำซิมารำ,เพลงที่ใช้ในการรำซิมา,ศิลปะการแสดงและดนตรี,ดุริยางคศิลป์และคีตศิลป์,ระเบียบวิธีทางดนตรีและประเภทบทเพลง,music,performing_arts
ฝั่งน้ำ,พื้นที่ริมฝั่งของแม่น้ำ,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่,ภูมิศาสตร์และอาณาบริเวณ,พื้นที่ในคติความเชื่อและประวัติศาสตร์,concept,historical_spatial
มือเปล่า,การไม่มีสิ่งของหรือเครื่องมือในการทำกิจกรรม,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต,วิถีชีวิตและพฤติกรรมทางสังคม,จารีตการปฏิบัติและพรรณไม้ในวิถีชีวิต,community,community_life
พระเจ้าบรมวงศ์เธอกรมพระนราธิปประพันธ์พงศ์,พระองค์ในพระบรมราชวงศ์ไทย,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต,โครงสร้างสังคมและบุคคลสำคัญ,ฐานันดรศักดิ์และบทบาททางสังคม,community,community_life
สมัยลพบุรี,ยุคสมัยทางประวัติศาสตร์ของไทย,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่,ยุคสมัยและเหตุการณ์สำคัญ,ลำดับเวลาและประวัติศาสตร์การสงคราม,concept,historical_spatial
แผ่อิทธิพล,การขยายอิทธิพลหรืออำนาจ,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่,ยุคสมัยและเหตุการณ์สำคัญ,ลำดับเวลาและประวัติศาสตร์การสงคราม,concept,historical_spatial
การศึก,การต่อสู้หรือสงคราม,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่,ยุคสมัยและเหตุการณ์สำคัญ,ลำดับเวลาและประวัติศาสตร์การสงคราม,concept,historical_spatial
ต้นรัง,ต้นไม้ที่มีรังของแมลง,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต,วิถีชีวิตและระบบเศรษฐกิจ,การประกอบอาชีพและโภชนาการ,community,community_life
สำเภา,เรือขนาดใหญ่ที่ใช้ในการเดินทางทางทะเล,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต,วิถีชีวิตและระบบเศรษฐกิจ,การประกอบอาชีพและโภชนาการ,community,community_life
กลองยาว,เครื่องดนตรีไทยชนิดหนึ่ง,ศิลปะการแสดงและดนตรี,ดุริยางคศิลป์และคีตศิลป์,เครื่องดนตรีและวงดนตรี,music,performing_arts
นายขวัญ,ผู้ช่วยหรือคนสนิทในวรรณคดีไทย,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน,นามานุกรมและประเภทตัวละคร,ตัวละครหลักและบทบาทในบทละคร,character,performing_arts
ไส้กะลา,ส่วนภายในของกะลา,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต,วิถีชีวิตและระบบเศรษฐกิจ,การประกอบอาชีพและโภชนาการ,community,community_life
ได้ยิน,การรับรู้เสียง,ศิลปะการแสดงและดนตรี,ดุริยางคศิลป์และคีตศิลป์,ระเบียบวิธีทางดนตรีและประเภทบทเพลง,music,performing_arts
มารดา,แม่หรือผู้ให้กำเนิด,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต,โครงสร้างสังคมและบุคคลสำคัญ,ฐานันดรศักดิ์และบทบาททางสังคม,community,community_life
มรกต,อัญมณีชนิดหนึ่ง,วัฒนธรรมวัตถุ ศิลปกรรม และงานช่าง,วัสดุและอัญมณี,วัสดุธรรมชาติและรัตนชาติ,artifact,material_culture
พระบาทสมเด็จพระจอมเกล้าเจ้าอยู่หัว,พระมหากษัตริย์ไทยในรัชสมัยที่ 4,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต,โครงสร้างสังคมและบุคคลสำคัญ,ฐานันดรศักดิ์และบทบาททางสังคม,community,community_life
สิ่งศักดิ์สิทธิ์,สิ่งที่ถือว่าศักดิ์สิทธิ์หรือมีพลังอำนาจ,พิธีกรรม ความเชื่อ และจารีตวัฒนธรรม,ระบบความเชื่อและศาสนา,คติทางศาสนาและสิ่งศักดิ์สิทธิ์,deity,ritual_belief
กสิกรรม,การเพาะปลูกและการทำนา,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต,วิถีชีวิตและระบบเศรษฐกิจ,การประกอบอาชีพและโภชนาการ,community,community_life
เพทาย,ต้นไม้และผลไม้ที่มีรสหวานอมเปรี้ยว,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต,วิถีชีวิตและพฤติกรรมทางสังคม,จารีตการปฏิบัติและพรรณไม้ในวิถีชีวิต,community,community_life
เครื่องดนตรีตะวันตก,เครื่องดนตรีที่มีต้นกำเนิดจากประเทศตะวันตก,ศิลปะการแสดงและดนตรี,ดุริยางคศิลป์และคีตศิลป์,เครื่องดนตรีและวงดนตรี,music,performing_arts
ขึ้นทะเบียน,กระบวนการบันทึกข้อมูลหรือข้อมูลทางราชการ,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่,ยุคสมัยและเหตุการณ์สำคัญ,ลำดับเวลาและประวัติศาสตร์การสงคราม,concept,historical_spatial
สังข์ทอง,ตัวละครในวรรณคดีไทยที่มีบทบาทสำคัญ,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน,นามานุกรมและประเภทตัวละคร,ตัวละครหลักและบทบาทในบทละคร,character,performing_arts
เทพบุตร,ตัวละครในวรรณคดีที่มีสถานะเป็นเทวดาหรือบุตรของเทวดา,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน,นามานุกรมและประเภทตัวละคร,เทวปกรณ์ อสูร และอมนุษย์,character,performing_arts
มโนห์รา,ตัวละครในวรรณคดีไทยที่มีบทบาทสำคัญ,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน,นามานุกรมและประเภทตัวละคร,ตัวละครหลักและบทบาทในบทละคร,character,performing_arts
เพลงสากล,เพลงที่มีความนิยมและแพร่หลายในหลายประเทศ,ศิลปะการแสดงและดนตรี,ดุริยางคศิลป์และคีตศิลป์,ระเบียบวิธีทางดนตรีและประเภทบทเพลง,music,performing_arts
บุหรงซีงอ,ตัวละครในวรรณคดีไทยที่มีบทบาทสำคัญ,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน,นามานุกรมและประเภทตัวละคร,ตัวละครหลักและบทบาทในบทละคร,character,performing_arts
สุทธาวาส,สถานที่ในคติความเชื่อหรือวรรณคดีไทย,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่,ภูมิศาสตร์และอาณาบริเวณ,พื้นที่ในคติความเชื่อและประวัติศาสตร์,concept,historical_spatial
อาหาร,สิ่งที่บริโภคเพื่อให้พลังงานและสารอาหาร,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต,วิถีชีวิตและระบบเศรษฐกิจ,การประกอบอาชีพและโภชนาการ,community,community_life
ปางลีลา,ท่ารำหรือกระบวนท่าในนาฏศิลป์ไทย,ศิลปะการแสดงและดนตรี,นาฏยศิลป์และการแสดง,กระบวนท่ารำและจารีตการแสดง,music,performing_arts
เขาอังกาศ,สถานที่ในคติความเชื่อหรือวรรณคดีไทย,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่,ภูมิศาสตร์และอาณาบริเวณ,พื้นที่ในคติความเชื่อและประวัติศาสตร์,concept,historical_spatial
พระยา,ตำแหน่งทางการปกครองในอดีตของไทย,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต,โครงสร้างสังคมและบุคคลสำคัญ,ฐานันดรศักดิ์และบทบาททางสังคม,community,community_life
กรุงเทพมหานคร,เมืองหลวงของประเทศไทย,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่,ภูมิศาสตร์และอาณาบริเวณ,เขตปกครองและภูมิภาค,deity,historical_spatial
ไทยรามัญ,กลุ่มชาติพันธุ์หรือชุมชนที่มีวัฒนธรรมเฉพาะตัว,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต,อัตลักษณ์ทางสังคมและกลุ่มคน,กลุ่มชาติพันธุ์และชุมชนท้องถิ่น,community,community_life
ละครชาตรี,ละครที่เล่าเรื่องราวของชาตรีหรือวีรบุรุษ,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน,นามานุกรมและประเภทตัวละคร,เทวปกรณ์ อสูร และอมนุษย์,character,performing_arts
พระอุโบสถ,อาคารในวัดที่ใช้ประกอบพิธีกรรมทางพุทธศาสนา,วัฒนธรรมวัตถุ ศิลปกรรม และงานช่าง,สถาปัตยกรรมและพุทธศิลป์,ศาสนสถานและปูชนียวัตถุ,artifact,material_culture
มีแบบแผน,มีรูปแบบหรือวิธีการที่กำหนดไว้,ศิลปะการแสดงและดนตรี,นาฏยศิลป์และการแสดง,กระบวนท่ารำและจารีตการแสดง,music,performing_arts
หล่อสำริด,วิธีการหล่อโลหะที่ใช้ในการสร้างวัตถุศิลปะ,วัฒนธรรมวัตถุ ศิลปกรรม และงานช่าง,ประณีตศิลป์และทัศนศิลป์,งานช่างศิลปกรรมและเทคนิควิธี,artifact,material_culture
เจ้าที่เจ้าทาง,สิ่งศักดิ์สิทธิ์ที่สถิตอยู่ในสถานที่หรือทางผ่าน,พิธีกรรม ความเชื่อ และจารีตวัฒนธรรม,ระบบความเชื่อและศาสนา,คติทางศาสนาและสิ่งศักดิ์สิทธิ์,deity,ritual_belief
ราชสำนัก,สถานที่หรือองค์กรที่เกี่ยวข้องกับกษัตริย์และราชวงศ์,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่,พื้นที่ทางวัฒนธรรมและสถาบัน,สถานที่จัดแสดงและเขตพระราชฐาน,place,historical_spatial
นนทก,ตัวละครในวรรณคดีที่มีบทบาทสำคัญ,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน,นามานุกรมและประเภทตัวละคร,เทวปกรณ์ อสูร และอมนุษย์,character,performing_arts
มังกรกัณฐ์,สัตว์ในวรรณคดีที่มีลักษณะพิเศษ,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน,นามานุกรมและประเภทตัวละคร,เทวปกรณ์ อสูร และอมนุษย์,character,performing_arts
เพลงสำเนียงลาว,เพลงที่มีลักษณะเฉพาะของดนตรีลาว,ศิลปะการแสดงและดนตรี,ดุริยางคศิลป์และคีตศิลป์,ระเบียบวิธีทางดนตรีและประเภทบทเพลง,music,performing_arts
ฮินดู,ศาสนาที่มีต้นกำเนิดในอินเดียและมีอิทธิพลต่อวัฒนธรรมไทย,พิธีกรรม ความเชื่อ และจารีตวัฒนธรรม,ระบบความเชื่อและศาสนา,คติทางศาสนาและสิ่งศักดิ์สิทธิ์,deity,ritual_belief
ของป่า,วัตถุหรือสิ่งของที่พบในป่า,วัฒนธรรมวัตถุ ศิลปกรรม และงานช่าง,วัสดุและอัญมณี,วัสดุธรรมชาติและรัตนชาติ,artifact,material_culture
พราหมณ์,บุคคลที่มีบทบาทสำคัญในศาสนาพราหมณ์,พิธีกรรม ความเชื่อ และจารีตวัฒนธรรม,ระบบความเชื่อและศาสนา,คติทางศาสนาและสิ่งศักดิ์สิทธิ์,deity,ritual_belief
วิดน้ำ,การแข่งขันว่ายน้ำที่มีลักษณะเฉพาะ,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต,วิถีชีวิตและระบบเศรษฐกิจ,การประกอบอาชีพและโภชนาการ,community,community_life
รับอาสา,การสมัครใจเข้าร่วมหรือช่วยเหลือในกิจกรรม,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต,วิถีชีวิตและพฤติกรรมทางสังคม,จารีตการปฏิบัติและพรรณไม้ในวิถีชีวิต,community,community_life
อสูร,ตัวละครในวรรณคดีที่มีลักษณะเป็นปีศาจหรือสัตว์ร้าย,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน,นามานุกรมและประเภทตัวละคร,เทวปกรณ์ อสูร และอมนุษย์,character,performing_arts
ชาวพื้นเมือง,กลุ่มคนที่อาศัยอยู่ในพื้นที่ตั้งแต่แรกเริ่ม,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต,อัตลักษณ์ทางสังคมและกลุ่มคน,กลุ่มชาติพันธุ์และชุมชนท้องถิ่น,place,community_life
จิตรกรรม,ศิลปะการวาดภาพหรือการสร้างภาพโดยใช้สีและวัสดุต่างๆ,วัฒนธรรมวัตถุ ศิลปกรรม และงานช่าง,ประณีตศิลป์และทัศนศิลป์,งานช่างศิลปกรรมและเทคนิควิธี,artifact,material_culture
นครราชสีมา,จังหวัดในภาคตะวันออกเฉียงเหนือของประเทศไทย,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่,ภูมิศาสตร์และอาณาบริเวณ,เขตปกครองและภูมิภาค,place,historical_spatial
แหลมมลายู,พื้นที่ทางภูมิศาสตร์ที่ตั้งอยู่ทางตอนใต้ของคาบสมุทรมลายู,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่,ภูมิศาสตร์และอาณาบริเวณ,พื้นที่ในคติความเชื่อและประวัติศาสตร์,concept,historical_spatial
