word,definition,lvl1,lvl2,lvl3,entity_type,context_tag
พระเจ้าบรมวงศ์เธอกรมพระนราธิปประพันธ์พงศ์,พระเจ้าบรมวงศ์เธอกรมพระนราธิปประพันธ์พงศ์ เป็นพระราชโอรสในพระบาทสมเด็จพระจอมเกล้าเจ้าอยู่หัว,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่,ยุคสมัยและเหตุการณ์สำคัญ,ลำดับเวลาและประวัติศาสตร์การสงคราม,concept,historical_spatial
สมัยลพบุรี,สมัยลพบุรี เป็นยุคหนึ่งในประวัติศาสตร์ไทยที่มีความสำคัญทางวัฒนธรรมและศิลปกรรม,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่,ยุคสมัยและเหตุการณ์สำคัญ,ลำดับเวลาและประวัติศาสตร์การสงคราม,concept,historical_spatial
แผ่อิทธิพล,การขยายอำนาจหรืออิทธิพลในด้านต่างๆ เช่น การเมืองหรือวัฒนธรรม,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่,ยุคสมัยและเหตุการณ์สำคัญ,ลำดับเวลาและประวัติศาสตร์การสงคราม,concept,historical_spatial
การศึก,การต่อสู้หรือสงครามระหว่างกลุ่มหรือประเทศ,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่,ยุคสมัยและเหตุการณ์สำคัญ,ลำดับเวลาและประวัติศาสตร์การสงคราม,concept,historical_spatial
ต้นรัง,ต้นไม้ชนิดหนึ่งที่มีความสำคัญในวรรณกรรมและวัฒนธรรมไทย,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต,วิถีชีวิตและพฤติกรรมทางสังคม,จารีตการปฏิบัติและพรรณไม้ในวิถีชีวิต,community,community_life
สำเภา,เรือประเภทหนึ่งที่ใช้ในการค้าขายทางน้ำในอดีต,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต,วิถีชีวิตและระบบเศรษฐกิจ,การประกอบอาชีพและโภชนาการ,community,community_life
กลองยาว,เครื่องดนตรีประเภทหนึ่งที่ใช้ในการแสดงและพิธีกรรม,ศิลปะการแสดงและดนตรี,นาฏยศิลป์และการแสดง,กระบวนท่ารำและจารีตการแสดง,music,performing_arts
นายขวัญ,บุคคลที่มีบทบาทสำคัญในพิธีกรรมหรือความเชื่อ,พิธีกรรม ความเชื่อ และจารีตวัฒนธรรม,ระบบความเชื่อและศาสนา,คติทางศาสนาและสิ่งศักดิ์สิทธิ์,deity,ritual_belief
ไส้กะลา,วัสดุที่ใช้ในการทำเครื่องดนตรีหรือของใช้ในชีวิตประจำวัน,วัฒนธรรมวัตถุ ศิลปกรรม และงานช่าง,วัสดุและอัญมณี,วัสดุธรรมชาติและรัตนชาติ,artifact,material_culture
ได้ยิน,การรับรู้เสียงหรือข้อมูลจากสิ่งรอบตัว,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต,วิถีชีวิตและพฤติกรรมทางสังคม,จารีตการปฏิบัติและพรรณไม้ในวิถีชีวิต,community,community_life
มารดา,ผู้ให้กำเนิดหรือผู้ดูแลเด็กในครอบครัว,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต,โครงสร้างสังคมและบุคคลสำคัญ,ฐานันดรศักดิ์และบทบาททางสังคม,community,community_life
มรกต,อัญมณีชนิดหนึ่งที่มีค่าและใช้ในการประดับ,วัฒนธรรมวัตถุ ศิลปกรรม และงานช่าง,วัสดุและอัญมณี,วัสดุธรรมชาติและรัตนชาติ,artifact,material_culture
พระบาทสมเด็จพระจอมเกล้าเจ้าอยู่หัว,พระมหากษัตริย์ไทยที่มีบทบาทสำคัญในประวัติศาสตร์,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่,ยุคสมัยและเหตุการณ์สำคัญ,ลำดับเวลาและประวัติศาสตร์การสงคราม,concept,historical_spatial
สิ่งศักดิ์สิทธิ์,วัตถุหรือสถานที่ที่มีความเชื่อว่ามีอำนาจเหนือธรรมชาติ,พิธีกรรม ความเชื่อ และจารีตวัฒนธรรม,ระบบความเชื่อและศาสนา,คติทางศาสนาและสิ่งศักดิ์สิทธิ์,deity,ritual_belief
กสิกรรม,การทำเกษตรกรรมหรือการเพาะปลูก,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต,วิถีชีวิตและระบบเศรษฐกิจ,การประกอบอาชีพและโภชนาการ,community,community_life
เพทาย,ชื่อเทพในวรรณกรรมไทยที่มีบทบาทสำคัญ,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน,นามานุกรมและประเภทตัวละคร,เทวปกรณ์ อสูร และอมนุษย์,character,performing_arts
เครื่องดนตรีตะวันตก,เครื่องดนตรีที่มีต้นกำเนิดจากประเทศในทวีปยุโรป,ศิลปะการแสดงและดนตรี,ดุริยางคศิลป์และคีตศิลป์,เครื่องดนตรีและวงดนตรี,music,performing_arts
ขึ้นทะเบียน,การบันทึกหรือจัดเก็บข้อมูลเพื่อการรับรอง,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่,ภูมิศาสตร์และอาณาบริเวณ,เขตปกครองและภูมิภาค,place,historical_spatial
สังข์ทอง,ตัวละครในวรรณกรรมไทยที่มีความสำคัญในเรื่องราว,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน,นามานุกรมและประเภทตัวละคร,ตัวละครหลักและบทบาทในบทละคร,character,performing_arts
เทพบุตร,ชื่อเรียกของเทพที่มีลักษณะเป็นชาย,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน,นามานุกรมและประเภทตัวละคร,เทวปกรณ์ อสูร และอมนุษย์,character,performing_arts
มโนห์รา,ตัวละครหญิงในวรรณกรรมไทยที่มีความงามและความสามารถ,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน,นามานุกรมและประเภทตัวละคร,ตัวละครหลักและบทบาทในบทละคร,character,performing_arts
เพลงสากล,เพลงที่มีความนิยมและแพร่หลายทั่วโลก,ศิลปะการแสดงและดนตรี,ดุริยางคศิลป์และคีตศิลป์,ระเบียบวิธีทางดนตรีและประเภทบทเพลง,music,performing_arts
บุหรงซีงอ,ชื่อของอาหารไทยที่มีลักษณะเฉพาะ,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต,วิถีชีวิตและระบบเศรษฐกิจ,การประกอบอาชีพและโภชนาการ,community,community_life
สุทธาวาส,สถานที่ในคติความเชื่อที่เกี่ยวข้องกับความบริสุทธิ์,พิธีกรรม ความเชื่อ และจารีตวัฒนธรรม,ระบบความเชื่อและศาสนา,คติทางศาสนาและสิ่งศักดิ์สิทธิ์,deity,ritual_belief
อาหาร,สิ่งที่บริโภคเพื่อการยังชีพ,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต,วิถีชีวิตและระบบเศรษฐกิจ,การประกอบอาชีพและโภชนาการ,community,community_life
ปางลีลา,ท่าทางหรือรูปแบบการแสดงในศิลปะการแสดง,ศิลปะการแสดงและดนตรี,นาฏยศิลป์และการแสดง,กระบวนท่ารำและจารีตการแสดง,music,performing_arts
เขาอังกาศ,ชื่อสถานที่ในวรรณกรรมไทยที่มีความสำคัญ,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่,ภูมิศาสตร์และอาณาบริเวณ,พื้นที่ในคติความเชื่อและประวัติศาสตร์,concept,historical_spatial
พระยา,ฐานันดรศักดิ์ในสังคมไทยที่มีความสำคัญ,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต,โครงสร้างสังคมและบุคคลสำคัญ,ฐานันดรศักดิ์และบทบาททางสังคม,community,community_life
กรุงเทพมหานคร,เมืองหลวงของประเทศไทยที่มีความสำคัญทางประวัติศาสตร์,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่,ภูมิศาสตร์และอาณาบริเวณ,เขตปกครองและภูมิภาค,deity,historical_spatial
ไทยรามัญ,กลุ่มชาติพันธุ์ที่มีวัฒนธรรมและประเพณีเฉพาะ,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต,อัตลักษณ์ทางสังคมและกลุ่มคน,กลุ่มชาติพันธุ์และชุมชนท้องถิ่น,community,community_life
ละครชาตรี,การแสดงที่มีลักษณะเฉพาะของไทย ซึ่งรวมถึงการรำและการเล่าเรื่อง,ศิลปะการแสดงและดนตรี,นาฏยศิลป์และการแสดง,รูปแบบการแสดงและนาฏศิลป์ท้องถิ่น,music,performing_arts
พระอุโบสถ,อาคารที่ใช้สำหรับประกอบพิธีกรรมทางศาสนาในพระพุทธศาสนา,วัฒนธรรมวัตถุ ศิลปกรรม และงานช่าง,สถาปัตยกรรมและพุทธศิลป์,ศาสนสถานและปูชนียวัตถุ,artifact,material_culture
มีแบบแผน,การมีระเบียบหรือโครงสร้างที่ชัดเจน,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต,วิถีชีวิตและพฤติกรรมทางสังคม,จารีตการปฏิบัติและพรรณไม้ในวิถีชีวิต,community,community_life
หล่อสำริด,การสร้างงานศิลปะหรือวัตถุด้วยโลหะสำริด,วัฒนธรรมวัตถุ ศิลปกรรม และงานช่าง,ประณีตศิลป์และทัศนศิลป์,งานช่างศิลปกรรมและเทคนิควิธี,artifact,material_culture
เจ้าที่เจ้าทาง,สิ่งศักดิ์สิทธิ์ที่เชื่อว่าคุ้มครองสถานที่,พิธีกรรม ความเชื่อ และจารีตวัฒนธรรม,ระบบความเชื่อและศาสนา,คติทางศาสนาและสิ่งศักดิ์สิทธิ์,deity,ritual_belief
ราชสำนัก,สถานที่ที่ใช้สำหรับการปกครองและกิจกรรมของพระมหากษัตริย์,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่,พื้นที่ทางวัฒนธรรมและสถาบัน,สถานที่จัดแสดงและเขตพระราชฐาน,place,historical_spatial
นนทก,ตัวละครในวรรณกรรมไทยที่มีลักษณะเป็นอสูร,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน,นามานุกรมและประเภทตัวละคร,เทวปกรณ์ อสูร และอมนุษย์,character,performing_arts
มังกรกัณฐ์,ตัวละครในวรรณกรรมไทยที่มีลักษณะเป็นมังกร,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน,นามานุกรมและประเภทตัวละคร,เทวปกรณ์ อสูร และอมนุษย์,character,performing_arts
เพลงสำเนียงลาว,เพลงที่มีลักษณะเฉพาะของชาวลาว,ศิลปะการแสดงและดนตรี,ดุริยางคศิลป์และคีตศิลป์,ระเบียบวิธีทางดนตรีและประเภทบทเพลง,music,performing_arts
ฮินดู,ศาสนาที่มีต้นกำเนิดจากอินเดียและมีความเชื่อเกี่ยวกับเทพเจ้า,พิธีกรรม ความเชื่อ และจารีตวัฒนธรรม,ระบบความเชื่อและศาสนา,คติทางศาสนาและสิ่งศักดิ์สิทธิ์,deity,ritual_belief
ของป่า,ทรัพยากรธรรมชาติที่ได้จากป่า,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต,วิถีชีวิตและระบบเศรษฐกิจ,การประกอบอาชีพและโภชนาการ,community,community_life
พราหมณ์,ผู้ที่มีบทบาทสำคัญในศาสนาฮินดูและการประกอบพิธีกรรม,พิธีกรรม ความเชื่อ และจารีตวัฒนธรรม,ระบบความเชื่อและศาสนา,คติทางศาสนาและสิ่งศักดิ์สิทธิ์,deity,ritual_belief
วิดน้ำ,การทำพิธีกรรมเพื่อขอความเป็นสิริมงคล,พิธีกรรม ความเชื่อ และจารีตวัฒนธรรม,จารีตประเพณีและพิธีกรรม,พิธีการสำคัญและจารีตทางสังคม,ritual,ritual_belief
รับอาสา,การสมัครใจทำหน้าที่หรือภารกิจที่ได้รับมอบหมาย,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต,โครงสร้างสังคมและบุคคลสำคัญ,ฐานันดรศักดิ์และบทบาททางสังคม,community,community_life
อสูร,ตัวละครในวรรณกรรมที่มีลักษณะเป็นปีศาจหรือสิ่งชั่วร้าย,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน,นามานุกรมและประเภทตัวละคร,เทวปกรณ์ อสูร และอมนุษย์,character,performing_arts
โบราณวัตถุ,วัตถุที่มีอายุเก่าแก่และมีคุณค่าทางประวัติศาสตร์หรือศิลปกรรม,วัฒนธรรมวัตถุ ศิลปกรรม และงานช่าง,ประณีตศิลป์และทัศนศิลป์,งานช่างศิลปกรรมและเทคนิควิธี,artifact,historical_spatial
นางเอก,ตัวละครหญิงที่มีบทบาทสำคัญในเรื่องราวหรือบทละคร,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน,นามานุกรมและประเภทตัวละคร,เทวปกรณ์ อสูร และอมนุษย์,character,performing_arts
มโนราห์,การแสดงพื้นบ้านที่มีลักษณะเฉพาะของไทย โดยมักมีการรำและการร้องเพลง,ศิลปะการแสดงและดนตรี,นาฏยศิลป์และการแสดง,กระบวนท่ารำและจารีตการแสดง,music,performing_arts
แกล้งทำ,การกระทำที่แสดงออกเพื่อหลอกลวงหรือทำให้ผู้อื่นเข้าใจผิด,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต,วิถีชีวิตและพฤติกรรมทางสังคม,จารีตการปฏิบัติและพรรณไม้ในวิถีชีวิต,community,community_life
องค์ปะตาระกาหลา,ชื่อของเทพหรือสิ่งศักดิ์สิทธิ์ในวรรณกรรมไทย,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน,นามานุกรมและประเภทตัวละคร,เทวปกรณ์ อสูร และอมนุษย์,character,performing_arts
สมัยศรีวิชัย,ยุคสมัยหนึ่งในประวัติศาสตร์ไทยที่มีความสำคัญทางวัฒนธรรมและการค้า,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่,ยุคสมัยและเหตุการณ์สำคัญ,ลำดับเวลาและประวัติศาสตร์การสงคราม,concept,historical_spatial
สัตว์น้ำ,สัตว์ที่อาศัยอยู่ในน้ำ เช่น ปลา หรือสัตว์น้ำอื่นๆ,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต,วิถีชีวิตและระบบเศรษฐกิจ,การประกอบอาชีพและโภชนาการ,community,community_life
ศิลปหัตถกรรม,งานศิลปะที่สร้างขึ้นด้วยมือ โดยใช้ทักษะและเทคนิคเฉพาะ,วัฒนธรรมวัตถุ ศิลปกรรม และงานช่าง,ประณีตศิลป์และทัศนศิลป์,งานช่างศิลปกรรมและเทคนิควิธี,artifact,material_culture
สายสืบ,บุคคลที่ทำหน้าที่สืบค้นข้อมูลหรือข่าวสาร,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต,โครงสร้างสังคมและบุคคลสำคัญ,ฐานันดรศักดิ์และบทบาททางสังคม,community,community_life
ดนตรีพื้นบ้าน,ดนตรีที่มีลักษณะเฉพาะของท้องถิ่นและมีการถ่ายทอดจากรุ่นสู่รุ่น,ศิลปะการแสดงและดนตรี,ดุริยางคศิลป์และคีตศิลป์,ระเบียบวิธีทางดนตรีและประเภทบทเพลง,music,performing_arts
เพลงงามแสงเดือน,เพลงพื้นบ้านที่มีความงดงามและเป็นที่รู้จักในวัฒนธรรมไทย,ศิลปะการแสดงและดนตรี,ดุริยางคศิลป์และคีตศิลป์,ระเบียบวิธีทางดนตรีและประเภทบทเพลง,music,performing_arts
ขับไล่,การทำให้บุคคลหรือสิ่งของออกไปจากสถานที่,พิธีกรรม ความเชื่อ และจารีตวัฒนธรรม,ระบบความเชื่อและศาสนา,คติทางศาสนาและสิ่งศักดิ์สิทธิ์,deity,ritual_belief
ของที่ระลึก,สิ่งของที่เก็บไว้เพื่อระลึกถึงเหตุการณ์หรือสถานที่,วัฒนธรรมวัตถุ ศิลปกรรม และงานช่าง,วัสดุและอัญมณี,วัสดุธรรมชาติและรัตนชาติ,artifact,material_culture
