word,cluster_label,cluster_size
บูชายัญ,2,198
ข้าวเหนียว,2,198
สระอโนดาต,2,198
สุพรรณมัจฉา,2,198
พัดเรนัง,2,198
บินหนี,1,223
ภาคอีสาน,2,198
แม่บท,1,223
ข่ายเหล็ก,0,265
ฝากตัว,0,265
การนุ่งห่ม,2,198
นางใน,1,223
ฝ่ามือ,0,265
แม่ท่า,2,198
ขันดอก,0,265
บุรี,3,214
เพลงหน้าพาทย์,3,214
สากล,3,214
ภารตนาฏยัม,2,198
พระมหากษัตริย์,0,265
กรุงรัตนโกสินทร์,0,265
ลำนำ,0,265
ตามเพลง,3,214
นางฟ้า,2,198
การจับปลา,3,214
กาฬสินธุ์,2,198
เพลงบูชานักรบ,0,265
มัยราพณ์,2,198
เพลงฝรั่งรำเท้า,1,223
น้องสาว,2,198
วาดรูป,0,265
ภาพจิตรกรรมฝาผนัง,1,223
ทำนาย,3,214
บุหงา,0,265
เครื่องดนตรีพื้นเมือง,0,265
ปูนปั้น,1,223
รัวฉิ่ง,2,198
ให้ร้าย,2,198
นครปฐม,1,223
สำมนักขา,0,265
จัดทัพ,2,198
ลำตังหวาย,2,198
สัทธาสูร,0,265
เกษตรกรรม,3,214
หลักราชการ,0,265
เพลงฉิ่ง,1,223
พระเพื่อน,2,198
พลายชุมพล,2,198
เพลงดอกไม้ของชาติ,0,265
ประชิดตัว,2,198
พระเมรุ,1,223
ไทยเรือนต้น,0,265
ชุมพร,2,198
นางอัปสราบายน,3,214
ศรพาลจันทร์,2,198
แสงอาทิตย์,0,265
ต้นลีลาวดี,0,265
หนังใหญ่,3,214
มหาสมุทร,1,223
กินรี,1,223
การไถ,3,214
อาณาประชาราษฎร์,3,214
ระบำมาตรฐาน,0,265
เกราะลอ,1,223
เมขลา,1,223
บุรีรัมย์,1,223
ฉุยฉาย,3,214
เทพเจ้า,2,198
ทะเล,3,214
กินเนสส์บุ๊ค,1,223
พระญาติ,0,265
กลายร่าง,0,265
ขัดตาทัพ,2,198
ถอยทัพ,2,198
ใบชา,0,265
ตะกร้อ,0,265
อาสา,0,265
ตีลังกา,1,223
บรรพบุรุษ,3,214
เคลื่อนไหว,0,265
ทางธรรมชาติ,2,198
ดอกไม้,1,223
การละเล่นพื้นเมือง,2,198
โปงลาง,0,265
ชาวนา,0,265
วิชนี,0,265
จำกาย,0,265
รัชกาล,1,223
พรหมาสตร์,1,223
นางสวาหะ,2,198
ลายเส้น,2,198
สงคราม,0,265
เดินทาง,2,198
สีน้ำเงิน,1,223
พระราชบัญชา,0,265
วันทอง,0,265
นาฏศิลป์อินเดีย,3,214
แว่นแก้วสุรกานต์,1,223
อุปราช,2,198
ดอกไม้เงิน,3,214
ภาคเหนือ,3,214
เพลงคืนเดือนหงาย,3,214
แปลงกาย,0,265
ฤดูฝน,0,265
เทพนิยาย,0,265
โอรส,2,198
เขาไกลลาศ,1,223
ไทยอมรินทร์,2,198
พวงมาลัย,0,265
กาญจนบุรี,2,198
มารีศ,1,223
ผู้ครองนคร,0,265
ไพร่พล,1,223
อินโดนีเซีย,0,265
ปิดหน้า,0,265
ลูกไม้,0,265
เล่นน้ำ,2,198
หลบหนี,3,214
โปรตุเกส,3,214
ภาพจำหลัก,0,265
กิจวัตร,2,198
การเก็บใบชา,0,265
บุตรชาย,1,223
ศิลปินแห่งชาติ,0,265
วังหน้า,2,198
เจ้าพระยา,0,265
กากนาสูร,1,223
รจนา,1,223
กวางทอง,0,265
นิลพาหุ,1,223
พระเจ้าชัยวรมัน,2,198
แม่น้ำ,3,214
ประทาน,3,214
กรมศิลปากร,3,214
เดินอากาศ,1,223
หายตัว,0,265
บูชาครู,0,265
ผึ่งแดด,2,198
เจ้าเงาะ,0,265
กาลสูร,3,214
ลอยกระทง,1,223
ศีรษะ,2,198
การขึ้นลอย,0,265
ตัวพระ,0,265
วิรุญจำบัง,3,214
ยมะ,1,223
ปราสาทเมืองสิงห์,2,198
ปราสาทหินพิมาย,0,265
รามเกียรติ์,0,265
การเกี้ยวพาราสี,1,223
ไทยบรมพิมาน,2,198
การทอ,3,214
ไม้ยาว,0,265
วานร,1,223
อาจารย์,0,265
โกเมน,1,223
กรับพวง,3,214
ไทยจักรพรรดิ์,2,198
พระชายา,1,223
มือขวา,2,198
จีนรัว,0,265
มณีพิชัย,2,198
แมนสรวง,0,265
นานาชาติ,1,223
สวามิภักดิ์,2,198
สำเนียง,0,265
พาลี,3,214
นครศรีธรรมราช,2,198
ผางประทีป,0,265
ฟองน้ำ,1,223
ท่วงทำนอง,3,214
โอดิสสี,2,198
กุมภกรรณ,2,198
พญาผานอง,0,265
เพลงไทย,3,214
ละครดึกดำบรรพ์,0,265
เขาสัตภัณฑ์,3,214
ผู้แสดงฝ่ายหญิง,0,265
ไทภูเขา,0,265
ชามพูวราช,0,265
พระลักษมณ์,1,223
สังหาร,0,265
จารึก,3,214
ข่ายเพชร,0,265
รามสูร,2,198
บทร้อง,3,214
ศรพรหมาสตร์,2,198
งานแต่งงาน,1,223
รูปนอก,1,223
ปราสาทพระขรรค์,2,198
รำเดี่ยว,0,265
กระบวนท่ารำ,0,265
แม่ไม้มวย,0,265
ยอพระกลิ่น,2,198
งานรื่นเริง,2,198
หนุมาน,1,223
เวที,3,214
รำพัด,0,265
จุดไฟ,1,223
รุทการ,3,214
ออกอุบาย,0,265
เชิงมวย,0,265
เชียงใหม่,3,214
แก้แค้น,1,223
ชายหนุ่ม,2,198
บทละคร,3,214
ความคล่องแคล่ว,1,223
เพลงอัตราจังหวะสองชั้น,1,223
น้อยใจยา,2,198
พระราชธิดา,2,198
ประติมากรรม,3,214
ภาษามลายู,3,214
ย่องหงิด,3,214
